local_government,tax,fy_total,fy
GLASFORD,INC,105665.44,2019
GLASFORD,INC,100522.86,2020
GLASFORD,INC,132759.83,2021
GLASFORD,INC,140816.1,2022
GLASFORD,INC,134962.83,2023
GLASFORD,INC,144283.96,2024
GLASFORD,INC,153904.47,2025
GLASGOW,INC,12035.81,2012
GLASGOW,INC,13226.7,2013
GLASGOW,INC,13441.55,2014
GLASGOW,INC,14461.14,2015
GLASGOW,INC,14292.37,2016
GLASGOW,INC,13352.51,2017
GLASGOW,INC,12746.32,2018
GLASGOW,INC,14578.36,2019
GLASGOW,INC,13869.02,2020
GLASGOW,INC,18316.72,2021
GLASGOW,INC,18765.06,2022
GLASGOW,INC,17611.65,2023
GLASGOW,INC,18828.01,2024
GLASGOW,INC,20082.16,2025
GLEN CARBON,INC,1104083.35,2012
GLEN CARBON,INC,1213311.42,2013
GLEN CARBON,INC,1233015.63,2014
GLEN CARBON,INC,1326514.19,2015
GLEN CARBON,INC,1311022.54,2016
GLEN CARBON,INC,1224842.99,2017
GLEN CARBON,INC,1169211.63,2018
GLEN CARBON,INC,1337256.28,2019
GLEN CARBON,INC,1272169.66,2020
GLEN CARBON,INC,1680145.32,2021
GLEN CARBON,INC,2077340.8,2022
GLEN CARBON,INC,2157230.8,2023
GLEN CARBON,INC,2306218.56,2024
GLEN CARBON,INC,2459990.82,2025
GLEN ELLYN,INC,2343211.17,2012
GLEN ELLYN,INC,2575027.51,2013
GLEN ELLYN,INC,2616846.18,2014
GLEN ELLYN,INC,2815279.5,2015
GLEN ELLYN,INC,2807431.05,2016
GLEN ELLYN,INC,2629519.86,2017
GLEN ELLYN,INC,2510089.82,2018
GLEN ELLYN,INC,2870851.18,2019
GLEN ELLYN,INC,2731122.19,2020
GLEN ELLYN,INC,3606973.41,2021
GLEN ELLYN,INC,4370534.44,2022
GLEN ELLYN,INC,4495554.17,2023
GLEN ELLYN,INC,4806036.78,2024
GLEN ELLYN,INC,5126489.89,2025
GLENCOE,INC,744620.14,2012
GLENCOE,INC,818286.27,2013
GLENCOE,INC,831575.31,2014
GLENCOE,INC,894633.37,2015
GLENCOE,INC,884185.58,2016
GLENCOE,INC,826063.4,2017
GLENCOE,INC,788544.38,2018
GLENCOE,INC,901877.93,2019
GLENCOE,INC,857982.23,2020
GLENCOE,INC,1133130.97,2021
GLENCOE,INC,1351188.51,2022
GLENCOE,INC,1379086.9,2023
GLENCOE,INC,1474332.66,2024
GLENCOE,INC,1572637,2025
GLENDALE HEIGHTS,INC,2920094.43,2012
GLENDALE HEIGHTS,INC,3208981.96,2013
GLENDALE HEIGHTS,INC,3261095.77,2014
GLENDALE HEIGHTS,INC,3508381.66,2015
GLENDALE HEIGHTS,INC,3467409.69,2016
GLENDALE HEIGHTS,INC,3239479.46,2017
GLENDALE HEIGHTS,INC,3092345.33,2018
GLENDALE HEIGHTS,INC,3536791.68,2019
GLENDALE HEIGHTS,INC,3364650.66,2020
GLENDALE HEIGHTS,INC,4443669.91,2021
GLENDALE HEIGHTS,INC,5142483.48,2022
GLENDALE HEIGHTS,INC,5170370.32,2023
GLENDALE HEIGHTS,INC,5527458.67,2024
GLENDALE HEIGHTS,INC,5896014.29,2025
GLENVIEW,INC,3815039,2012
GLENVIEW,INC,4192463.96,2013
GLENVIEW,INC,4260549.42,2014
GLENVIEW,INC,4583623.66,2015
GLENVIEW,INC,4530094.15,2016
GLENVIEW,INC,4232308.47,2017
GLENVIEW,INC,4147950.83,2018
GLENVIEW,INC,4832484.63,2019
GLENVIEW,INC,4597280.14,2020
GLENVIEW,INC,6071594.77,2021
GLENVIEW,INC,7372123.85,2022
GLENVIEW,INC,7590512.03,2023
GLENVIEW,INC,8114745.98,2024
GLENVIEW,INC,8655816.54,2025
GLENWOOD,INC,765619.57,2012
GLENWOOD,INC,841363.4,2013
GLENWOOD,INC,855027.38,2014
GLENWOOD,INC,919862.76,2015
GLENWOOD,INC,909120.17,2016
GLENWOOD,INC,849359.58,2017
GLENWOOD,INC,810782.52,2018
GLENWOOD,INC,927311.73,2019
GLENWOOD,INC,882178,2020
GLENWOOD,INC,1165086.1,2021
GLENWOOD,INC,1344577.57,2022
GLENWOOD,INC,1349943.79,2023
GLENWOOD,INC,1443176.8,2024
GLENWOOD,INC,1539404.23,2025
GODFREY,INC,1534995.87,2012
GODFREY,INC,1686854.53,2013
GODFREY,INC,1714249.08,2014
GODFREY,INC,1844238.39,2015
GODFREY,INC,1822700.56,2016
GODFREY,INC,1702885.74,2017
GODFREY,INC,1625542.12,2018
GODFREY,INC,1859172.56,2019
GODFREY,INC,1768683.47,2020
GODFREY,INC,2335887.51,2021
GODFREY,INC,2742716.71,2022
GODFREY,INC,2777967.96,2023
GODFREY,INC,2969826.55,2024
GODFREY,INC,3167846.78,2025
GODLEY,INC,51303.05,2012
GODLEY,INC,56378.41,2013
GODLEY,INC,57293.94,2014
GODLEY,INC,61638.64,2015
GODLEY,INC,60918.76,2016
GODLEY,INC,56914.41,2017
GODLEY,INC,54329.22,2018
GODLEY,INC,62138.43,2019
GODLEY,INC,59114.62,2020
GODLEY,INC,78072.28,2021
GODLEY,INC,88620.18,2022
GODLEY,INC,88208.06,2023
GODLEY,INC,94300.11,2024
GODLEY,INC,100588.02,2025
GOLCONDA,INC,57022.52,2012
GOLCONDA,INC,62663.76,2013
GOLCONDA,INC,63681.38,2014
GOLCONDA,INC,68510.09,2015
GOLCONDA,INC,67709.67,2016
GOLCONDA,INC,63259.36,2017
GOLCONDA,INC,60386.32,2018
GOLCONDA,INC,69065.22,2019
GOLCONDA,INC,65704.03,2020
GOLCONDA,INC,86774.85,2021
GOLCONDA,INC,98592.88,2022
GOLCONDA,INC,98184.03,2023
GOLCONDA,INC,104965.03,2024
GOLCONDA,INC,111962.92,2025
GOLDEN,INC,54973.27,2012
GOLDEN,INC,60411.76,2013
GOLDEN,INC,61392.86,2014
GOLDEN,INC,66049.1,2015
GOLDEN,INC,65277.49,2016
GOLDEN,INC,60986.43,2017
GOLDEN,INC,58216.47,2018
GOLDEN,INC,66583.7,2019
GOLDEN,INC,63343.35,2020
GOLDEN,INC,83657.11,2021
GOLDEN,INC,99212.97,2022
GOLDEN,INC,100989.5,2023
GOLDEN,INC,107964.26,2024
GOLDEN,INC,115162.53,2025
GOLDENGATE,INC,5804.89,2012
GOLDENGATE,INC,6379.26,2013
GOLDENGATE,INC,6482.87,2014
GOLDENGATE,INC,6974.54,2015
GOLDENGATE,INC,6892.92,2016
GOLDENGATE,INC,6439.37,2017
GOLDENGATE,INC,6146.98,2018
GOLDENGATE,INC,7030.41,2019
GOLDENGATE,INC,6688.17,2020
GOLDENGATE,INC,8833.04,2021
GOLDENGATE,INC,10124.94,2022
GOLDENGATE,INC,10129.7,2023
GOLDENGATE,INC,10829.31,2024
GOLDENGATE,INC,11551.85,2025
GOLF,INC,42681.2,2012
GOLF,INC,46904.21,2013
GOLF,INC,47666.22,2014
GOLF,INC,51280.15,2015
GOLF,INC,50680.67,2016
GOLF,INC,47349.59,2017
GOLF,INC,45198.95,2018
GOLF,INC,51695.23,2019
GOLF,INC,49179.24,2020
GOLF,INC,64950.66,2021
GOLF,INC,78143.91,2022
GOLF,INC,80105.11,2023
GOLF,INC,85637.5,2024
GOLF,INC,91347.71,2025
GOOD HOPE,INC,33804.1,2012
GOOD HOPE,INC,37148.05,2013
GOOD HOPE,INC,37751.14,2014
GOOD HOPE,INC,40613.89,2015
GOOD HOPE,INC,40139.41,2016
GOOD HOPE,INC,37500.96,2017
GOOD HOPE,INC,35797.73,2018
GOOD HOPE,INC,40942.8,2019
GOOD HOPE,INC,38950.03,2020
GOOD HOPE,INC,51441.02,2021
GOOD HOPE,INC,57374.56,2022
GOOD HOPE,INC,56572.96,2023
GOOD HOPE,INC,60480.15,2024
GOOD HOPE,INC,64512.91,2025
GOODFIELD,INC,73412,2012
GOODFIELD,INC,80674.87,2013
GOODFIELD,INC,81985.07,2014
GOODFIELD,INC,88201.48,2015
GOODFIELD,INC,87171.37,2016
GOODFIELD,INC,81441.7,2017
GOODFIELD,INC,77742.85,2018
GOODFIELD,INC,88916.75,2019
GOODFIELD,INC,84589.52,2020
GOODFIELD,INC,111716.78,2021
GOODFIELD,INC,139725.62,2022
GOODFIELD,INC,145871.29,2023
GOODFIELD,INC,155945.8,2024
GOODFIELD,INC,166344.52,2025
GOREVILLE,INC,89545.16,2012
GOREVILLE,INC,98404.31,2013
GOREVILLE,INC,100002.61,2014
GOREVILLE,INC,107585.67,2015
GOREVILLE,INC,106328.97,2016
GOREVILLE,INC,99339.57,2017
GOREVILLE,INC,94827.56,2018
GOREVILLE,INC,108457.1,2019
GOREVILLE,INC,103178.65,2020
GOREVILLE,INC,136267.28,2021
GOREVILLE,INC,162883.91,2022
GOREVILLE,INC,166444.18,2023
GOREVILLE,INC,177939.53,2024
GOREVILLE,INC,189804.08,2025
GORHAM,INC,20145.12,2012
GORHAM,INC,22138.35,2013
GORHAM,INC,22498.05,2014
GORHAM,INC,24204.48,2015
GORHAM,INC,23921.94,2016
GORHAM,INC,22349.16,2017
GORHAM,INC,21334.02,2018
GORHAM,INC,24400.36,2019
GORHAM,INC,23212.98,2020
GORHAM,INC,30657.22,2021
GORHAM,INC,29753.66,2022
GORHAM,INC,26960.6,2023
GORHAM,INC,28822.65,2024
GORHAM,INC,30745.12,2025
GRAFTON,INC,57535.09,2012
GRAFTON,INC,63227.06,2013
GRAFTON,INC,64253.75,2014
GRAFTON,INC,69125.26,2015
GRAFTON,INC,68318.58,2016
GRAFTON,INC,63827.61,2017
GRAFTON,INC,60928.37,2018
GRAFTON,INC,69685.48,2019
GRAFTON,INC,66294.18,2020
GRAFTON,INC,87554.27,2021
GRAFTON,INC,98489.35,2022
GRAFTON,INC,97561.02,2023
GRAFTON,INC,104299.01,2024
GRAFTON,INC,111252.25,2025
GRAND RIDGE,INC,47803.72,2012
GRAND RIDGE,INC,52532.8,2013
GRAND RIDGE,INC,53385.83,2014
GRAND RIDGE,INC,57433.79,2015
GRAND RIDGE,INC,56763.37,2016
GRAND RIDGE,INC,53031.86,2017
GRAND RIDGE,INC,50623.27,2018
GRAND RIDGE,INC,57899.07,2019
GRAND RIDGE,INC,55080.94,2020
GRAND RIDGE,INC,72745.02,2021
GRAND RIDGE,INC,81305.81,2022
GRAND RIDGE,INC,80260.85,2023
GRAND RIDGE,INC,85804.03,2024
GRAND RIDGE,INC,91525.36,2025
GRAND TOWER,INC,51644.8,2012
GRAND TOWER,INC,56753.95,2013
GRAND TOWER,INC,57675.57,2014
GRAND TOWER,INC,62048.88,2015
GRAND TOWER,INC,61323.8,2016
GRAND TOWER,INC,57293.23,2017
GRAND TOWER,INC,54690.78,2018
GRAND TOWER,INC,62551.51,2019
GRAND TOWER,INC,59507.24,2020
GRAND TOWER,INC,78590.79,2021
GRAND TOWER,INC,79912.62,2022
GRAND TOWER,INC,74649.88,2023
GRAND TOWER,INC,79805.51,2024
GRAND TOWER,INC,85127.41,2025
GRANDVIEW,INC,123007.54,2012
GRANDVIEW,INC,135176.81,2013
GRANDVIEW,INC,137372.14,2014
GRANDVIEW,INC,147789.34,2015
GRANDVIEW,INC,146063.38,2016
GRANDVIEW,INC,136462.01,2017
GRANDVIEW,INC,130263.82,2018
GRANDVIEW,INC,148986.18,2019
GRANDVIEW,INC,141734.81,2020
GRANDVIEW,INC,187188.12,2021
GRANDVIEW,INC,217390.14,2022
GRANDVIEW,INC,218963.65,2023
GRANDVIEW,INC,234086.25,2024
GRANDVIEW,INC,249695.42,2025
GRANITE CITY,INC,2547997.39,2012
GRANITE CITY,INC,2800072.93,2013
GRANITE CITY,INC,2845546.01,2014
GRANITE CITY,INC,3061321.26,2015
GRANITE CITY,INC,3025569.96,2016
GRANITE CITY,INC,2826684.2,2017
GRANITE CITY,INC,2698299.28,2018
GRANITE CITY,INC,3086111.18,2019
GRANITE CITY,INC,2935905.24,2020
GRANITE CITY,INC,3877428.92,2021
GRANITE CITY,INC,4343844.78,2022
GRANITE CITY,INC,4293421.4,2023
GRANITE CITY,INC,4589943.87,2024
GRANITE CITY,INC,4895987.71,2025
GRANT PARK,INC,113617.88,2012
GRANT PARK,INC,124858.09,2013
GRANT PARK,INC,126885.73,2014
GRANT PARK,INC,136507.25,2015
GRANT PARK,INC,134913.19,2016
GRANT PARK,INC,126045.14,2017
GRANT PARK,INC,120320.38,2018
GRANT PARK,INC,137613.24,2019
GRANT PARK,INC,130915.41,2020
GRANT PARK,INC,172899.05,2021
GRANT PARK,INC,200412.09,2022
GRANT PARK,INC,201665.49,2023
GRANT PARK,INC,215593.4,2024
GRANT PARK,INC,229969.24,2025
GRANTFORK,INC,28767.01,2012
GRANTFORK,INC,31613.31,2013
GRANTFORK,INC,32126.88,2014
GRANTFORK,INC,34562.72,2015
GRANTFORK,INC,34159.11,2016
GRANTFORK,INC,31913.56,2017
GRANTFORK,INC,30464.37,2018
GRANTFORK,INC,34842.78,2019
GRANTFORK,INC,33147.1,2020
GRANTFORK,INC,43777.14,2021
GRANTFORK,INC,52112.89,2022
GRANTFORK,INC,53144.48,2023
GRANTFORK,INC,56814.88,2024
GRANTFORK,INC,60602.59,2025
GRANVILLE,INC,121812.62,2012
GRANVILLE,INC,133863.63,2013
GRANVILLE,INC,136037.62,2014
GRANVILLE,INC,146353.51,2015
GRANVILLE,INC,144643.85,2016
GRANVILLE,INC,135136.12,2017
GRANVILLE,INC,128998.49,2018
GRANVILLE,INC,147538.86,2019
GRANVILLE,INC,140358.15,2020
GRANVILLE,INC,185370.01,2021
GRANVILLE,INC,211965.01,2022
GRANVILLE,INC,211795.19,2023
GRANVILLE,INC,226422.69,2024
GRANVILLE,INC,241520.95,2025
GRAYSLAKE,INC,1788950.49,2012
GRAYSLAKE,INC,1965933.28,2013
GRAYSLAKE,INC,1996802.15,2014
GRAYSLAKE,INC,2144124.83,2015
GRAYSLAKE,INC,2119084.53,2016
GRAYSLAKE,INC,1979786.73,2017
GRAYSLAKE,INC,1889866.86,2018
GRAYSLAKE,INC,2161487.36,2019
GRAYSLAKE,INC,2056284.27,2020
GRAYSLAKE,INC,2715719.81,2021
GRAYSLAKE,INC,3242428.35,2022
GRAYSLAKE,INC,3311429.54,2023
GRAYSLAKE,INC,3540131.34,2024
GRAYSLAKE,INC,3776178.45,2025
GRAYVILLE,INC,142215.12,2012
GRAYVILLE,INC,156284.05,2013
GRAYVILLE,INC,158821.88,2014
GRAYVILLE,INC,170865.76,2015
GRAYVILLE,INC,168870.64,2016
GRAYVILLE,INC,157769.24,2017
GRAYVILLE,INC,150603.67,2018
GRAYVILLE,INC,172249.71,2019
GRAYVILLE,INC,163866.21,2020
GRAYVILLE,INC,216416.96,2021
GRAYVILLE,INC,243716.86,2022
GRAYVILLE,INC,241563.29,2023
GRAYVILLE,INC,258246.7,2024
GRAYVILLE,INC,275464.98,2025
GREEN OAKS,INC,330012.78,2012
GREEN OAKS,INC,362661.55,2013
GREEN OAKS,INC,368551.31,2014
GREEN OAKS,INC,396497.42,2015
GREEN OAKS,INC,391867.26,2016
GREEN OAKS,INC,366108.28,2017
GREEN OAKS,INC,349479.62,2018
GREEN OAKS,INC,399708.51,2019
GREEN OAKS,INC,380253.88,2020
GREEN OAKS,INC,502198.54,2021
GREEN OAKS,INC,619957.82,2022
GREEN OAKS,INC,643334.8,2023
GREEN OAKS,INC,687766.33,2024
GREEN OAKS,INC,733624.82,2025
GREEN VALLEY,INC,60521.89,2012
GREEN VALLEY,INC,66509.34,2013
GREEN VALLEY,INC,67589.51,2014
GREEN VALLEY,INC,72715.61,2015
GREEN VALLEY,INC,71866.36,2016
GREEN VALLEY,INC,67141.83,2017
GREEN VALLEY,INC,64092.21,2018
GREEN VALLEY,INC,73304.27,2019
GREEN VALLEY,INC,69736.44,2020
GREEN VALLEY,INC,92100.42,2021
GREEN VALLEY,INC,100683.32,2022
GREEN VALLEY,INC,98184.03,2023
GREEN VALLEY,INC,104965.03,2024
GREEN VALLEY,INC,111962.92,2025
GREENE COUNTY GOVERNMENT,INC,414351.08,2012
GREENE COUNTY GOVERNMENT,INC,455343.79,2013
GREENE COUNTY GOVERNMENT,INC,462738.92,2014
GREENE COUNTY GOVERNMENT,INC,497827.71,2015
GREENE COUNTY GOVERNMENT,INC,492014.24,2016
GREENE COUNTY GOVERNMENT,INC,459671.34,2017
GREENE COUNTY GOVERNMENT,INC,438793.68,2018
GREENE COUNTY GOVERNMENT,INC,501858.51,2019
GREENE COUNTY GOVERNMENT,INC,477432.01,2020
GREENE COUNTY GOVERNMENT,INC,630541.03,2021
GREENE COUNTY GOVERNMENT,INC,632948.78,2022
GREENE COUNTY GOVERNMENT,INC,586450.32,2023
GREENE COUNTY GOVERNMENT,INC,626953.16,2024
GREENE COUNTY GOVERNMENT,INC,668756.64,2025
GREENFIELD,INC,91423.55,2012
GREENFIELD,INC,100468.55,2013
GREENFIELD,INC,102100.32,2014
GREENFIELD,INC,109841.81,2015
GREENFIELD,INC,108559.09,2016
GREENFIELD,INC,101423.25,2017
GREENFIELD,INC,96816.52,2018
GREENFIELD,INC,110731.35,2019
GREENFIELD,INC,105341.75,2020
GREENFIELD,INC,139124.09,2021
GREENFIELD,INC,163084.01,2022
GREENFIELD,INC,165042.43,2023
GREENFIELD,INC,176440.99,2024
GREENFIELD,INC,188205.19,2025
GREENUP,INC,129154.15,2012
GREENUP,INC,141931.57,2013
GREENUP,INC,144236.56,2014
GREENUP,INC,155173.48,2015
GREENUP,INC,153361.33,2016
GREENUP,INC,143280.58,2017
GREENUP,INC,136772.63,2018
GREENUP,INC,156430.55,2019
GREENUP,INC,148816.86,2020
GREENUP,INC,196541.33,2021
GREENUP,INC,216965.61,2022
GREENUP,INC,212731.68,2023
GREENUP,INC,227423.86,2024
GREENUP,INC,242587.5,2025
GREENVIEW,INC,66412.17,2012
GREENVIEW,INC,72982.47,2013
GREENVIEW,INC,74167.77,2014
GREENVIEW,INC,79792.14,2015
GREENVIEW,INC,78859.82,2016
GREENVIEW,INC,73676.24,2017
GREENVIEW,INC,70330.03,2018
GREENVIEW,INC,80438.23,2019
GREENVIEW,INC,76523.41,2020
GREENVIEW,INC,101063.93,2021
GREENVIEW,INC,115980.37,2022
GREENVIEW,INC,116105.18,2023
GREENVIEW,INC,124123.9,2024
GREENVIEW,INC,132401.09,2025
GREENVILLE,INC,597539.88,2012
GREENVILLE,INC,656655.66,2013
GREENVILLE,INC,667320.08,2014
GREENVILLE,INC,717922.2,2015
GREENVILLE,INC,709538.02,2016
GREENVILLE,INC,662896.16,2017
GREENVILLE,INC,632788.02,2018
GREENVILLE,INC,723735.06,2019
GREENVILLE,INC,688509.39,2020
GREENVILLE,INC,909309.41,2021
GREENVILLE,INC,1082440.94,2022
GREENVILLE,INC,1103861.77,2023
GREENVILLE,INC,1180099.26,2024
GREENVILLE,INC,1258785.37,2025
GREENWOOD,INC,21767.19,2012
GREENWOOD,INC,23920.92,2013
GREENWOOD,INC,24309.59,2014
GREENWOOD,INC,26153.22,2015
GREENWOOD,INC,25847.57,2016
GREENWOOD,INC,24148.33,2017
GREENWOOD,INC,23051.57,2018
GREENWOOD,INC,26364.46,2019
GREENWOOD,INC,25081.03,2020
GREENWOOD,INC,33124.31,2021
GREENWOOD,INC,46189.82,2022
GREENWOOD,INC,50494.75,2023
GREENWOOD,INC,53982.16,2024
GREENWOOD,INC,57580.63,2025
GRIDLEY,INC,122239.77,2012
GRIDLEY,INC,134333.07,2013
GRIDLEY,INC,136514.67,2014
GRIDLEY,INC,146866.64,2015
GRIDLEY,INC,145151.28,2016
GRIDLEY,INC,135609.78,2017
GRIDLEY,INC,129450.71,2018
GRIDLEY,INC,148055.58,2019
GRIDLEY,INC,140849.55,2020
GRIDLEY,INC,186018.99,2021
GRIDLEY,INC,222155.81,2022
GRIDLEY,INC,226912.87,2023
GRIDLEY,INC,242584.47,2024
GRIDLEY,INC,258758.79,2025
GRIGGSVILLE,INC,104655.39,2012
GRIGGSVILLE,INC,115008.81,2013
GRIGGSVILLE,INC,116876.38,2014
GRIGGSVILLE,INC,125738.54,2015
GRIGGSVILLE,INC,124270.06,2016
GRIGGSVILLE,INC,116101.58,2017
GRIGGSVILLE,INC,110828.47,2018
GRIGGSVILLE,INC,126756.92,2019
GRIGGSVILLE,INC,120587.43,2020
GRIGGSVILLE,INC,159258.95,2021
GRIGGSVILLE,INC,174878.72,2022
GRIGGSVILLE,INC,170962.89,2023
GRIGGSVILLE,INC,182770.32,2024
GRIGGSVILLE,INC,194957.84,2025
GRUNDY COUNTY GOVERNMENT,INC,1030500.51,2012
GRUNDY COUNTY GOVERNMENT,INC,1132449.55,2013
GRUNDY COUNTY GOVERNMENT,INC,1150840.89,2014
GRUNDY COUNTY GOVERNMENT,INC,1238107.38,2015
GRUNDY COUNTY GOVERNMENT,INC,1223648.21,2016
GRUNDY COUNTY GOVERNMENT,INC,1143211.86,2017
GRUNDY COUNTY GOVERNMENT,INC,1091288.35,2018
GRUNDY COUNTY GOVERNMENT,INC,1248133.45,2019
GRUNDY COUNTY GOVERNMENT,INC,1187385.12,2020
GRUNDY COUNTY GOVERNMENT,INC,1568170.98,2021
GRUNDY COUNTY GOVERNMENT,INC,1814391.47,2022
GRUNDY COUNTY GOVERNMENT,INC,1824028.93,2023
GRUNDY COUNTY GOVERNMENT,INC,1950004.36,2024
GRUNDY COUNTY GOVERNMENT,INC,2080025.38,2025
GULFPORT,INC,4609.95,2012
GULFPORT,INC,5066.07,2013
GULFPORT,INC,5148.36,2014
GULFPORT,INC,5538.48,2015
GULFPORT,INC,5473.8,2016
GULFPORT,INC,5113.89,2017
GULFPORT,INC,4881.55,2018
GULFPORT,INC,5583.32,2019
GULFPORT,INC,5311.55,2020
GULFPORT,INC,7014.92,2021
GULFPORT,INC,7055.54,2022
GULFPORT,INC,6545.47,2023
GULFPORT,INC,6997.52,2024
GULFPORT,INC,7463.92,2025
GURNEE,INC,2671432.1,2012
GURNEE,INC,2935719.17,2013
GURNEE,INC,2983395.18,2014
GURNEE,INC,3209623.94,2015
GURNEE,INC,3172140.77,2016
GURNEE,INC,2963619.77,2017
GURNEE,INC,2829014.84,2018
GURNEE,INC,3235613.87,2019
GURNEE,INC,3078131.45,2020
GURNEE,INC,4065266.02,2021
GURNEE,INC,4740946.32,2022
GURNEE,INC,4785427.73,2023
GURNEE,INC,5115930.26,2024
GURNEE,INC,5457046.99,2025
HAINESVILLE,INC,307050.66,2012
HAINESVILLE,INC,337427.46,2013
HAINESVILLE,INC,344794.94,2014
HAINESVILLE,INC,378242.12,2015
HAINESVILLE,INC,373824.71,2016
HAINESVILLE,INC,349251.68,2017
HAINESVILLE,INC,333388.82,2018
HAINESVILLE,INC,381305.08,2019
HAINESVILLE,INC,362746.29,2020
HAINESVILLE,INC,479076.42,2021
HAINESVILLE,INC,551268,2022
HAINESVILLE,INC,552632.73,2023
HAINESVILLE,INC,590799.98,2024
HAINESVILLE,INC,630192.49,2025
HAMBURG,INC,10926.3,2012
HAMBURG,INC,12007.38,2013
HAMBURG,INC,12202.47,2014
HAMBURG,INC,13127.73,2015
HAMBURG,INC,12974.73,2016
HAMBURG,INC,12121.79,2017
HAMBURG,INC,11571.06,2018
HAMBURG,INC,13234,2019
HAMBURG,INC,12589.89,2020
HAMBURG,INC,16627.39,2021
HAMBURG,INC,16667.52,2022
HAMBURG,INC,15429.17,2023
HAMBURG,INC,16494.77,2024
HAMBURG,INC,17594.51,2025
HAMEL,INC,69656.35,2012
HAMEL,INC,76547.61,2013
HAMEL,INC,77790.81,2014
HAMEL,INC,83689.23,2015
HAMEL,INC,82711.52,2016
HAMEL,INC,77274.78,2017
HAMEL,INC,73765.25,2018
HAMEL,INC,84366.88,2019
HAMEL,INC,80260.75,2020
HAMEL,INC,105999.8,2021
HAMEL,INC,136765,2022
HAMEL,INC,144781.04,2023
HAMEL,INC,154780.23,2024
HAMEL,INC,165100.91,2025
HAMILTON,INC,251905.4,2012
HAMILTON,INC,276826.74,2013
HAMILTON,INC,281322.45,2014
HAMILTON,INC,302654.82,2015
HAMILTON,INC,299120.24,2016
HAMILTON,INC,279458.08,2017
HAMILTON,INC,266765.54,2018
HAMILTON,INC,305106.46,2019
HAMILTON,INC,290256.56,2020
HAMILTON,INC,383339.77,2021
HAMILTON,INC,432461.22,2022
HAMILTON,INC,429045.63,2023
HAMILTON,INC,458677.38,2024
HAMILTON,INC,489260.95,2025
HAMILTON COUNTY GOVERNMENT,INC,407351.27,2012
HAMILTON COUNTY GOVERNMENT,INC,447651.42,2013
HAMILTON COUNTY GOVERNMENT,INC,454921.55,2014
HAMILTON COUNTY GOVERNMENT,INC,489417.3,2015
HAMILTON COUNTY GOVERNMENT,INC,483701.82,2016
HAMILTON COUNTY GOVERNMENT,INC,451905.87,2017
HAMILTON COUNTY GOVERNMENT,INC,431380.6,2018
HAMILTON COUNTY GOVERNMENT,INC,493380.75,2019
HAMILTON COUNTY GOVERNMENT,INC,469367.15,2020
HAMILTON COUNTY GOVERNMENT,INC,619889.86,2021
HAMILTON COUNTY GOVERNMENT,INC,710609.46,2022
HAMILTON COUNTY GOVERNMENT,INC,710971.96,2023
HAMILTON COUNTY GOVERNMENT,INC,760074.8,2024
HAMILTON COUNTY GOVERNMENT,INC,810755.42,2025
HAMMOND,INC,43450.05,2012
HAMMOND,INC,47748.4,2013
HAMMOND,INC,48523.71,2014
HAMMOND,INC,52203.35,2015
HAMMOND,INC,51594.05,2016
HAMMOND,INC,48201.98,2017
HAMMOND,INC,46012.77,2018
HAMMOND,INC,52625.87,2019
HAMMOND,INC,50064.5,2020
HAMMOND,INC,66119.81,2021
HAMMOND,INC,77988.64,2022
HAMMOND,INC,79170.62,2023
HAMMOND,INC,84638.48,2024
HAMMOND,INC,90281.89,2025
HAMPSHIRE,INC,474874.06,2012
HAMPSHIRE,INC,521853.6,2013
HAMPSHIRE,INC,530328.44,2014
HAMPSHIRE,INC,570542.86,2015
HAMPSHIRE,INC,563879.67,2016
HAMPSHIRE,INC,526813.25,2017
HAMPSHIRE,INC,502885.81,2018
HAMPSHIRE,INC,575162.77,2019
HAMPSHIRE,INC,547168.47,2020
HAMPSHIRE,INC,722641.46,2021
HAMPSHIRE,INC,1068988.12,2022
HAMPSHIRE,INC,1194877.31,2023
HAMPSHIRE,INC,1277400.74,2024
HAMPSHIRE,INC,1362573.83,2025
HAMPTON,INC,159030.64,2012
HAMPTON,INC,174764.17,2013
HAMPTON,INC,177602.6,2014
HAMPTON,INC,191070.02,2015
HAMPTON,INC,188838.45,2016
HAMPTON,INC,176425.11,2017
HAMPTON,INC,168411.96,2018
HAMPTON,INC,192616.91,2019
HAMPTON,INC,183241.82,2020
HAMPTON,INC,242006.14,2021
HAMPTON,INC,277217.59,2022
HAMPTON,INC,277251.89,2023
HAMPTON,INC,296400.1,2024
HAMPTON,INC,316163.21,2025
HANAFORD,INC,27913.8,2012
HANAFORD,INC,30674.93,2013
HANAFORD,INC,31172.85,2014
HANAFORD,INC,33537.35,2015
HANAFORD,INC,33145.53,2016
HANAFORD,INC,30966.83,2017
HANAFORD,INC,29560.33,2018
HANAFORD,INC,33808.56,2019
HANAFORD,INC,32163.05,2020
HANAFORD,INC,42477.53,2021
HANAFORD,INC,49451.77,2022
HANAFORD,INC,49871.75,2023
HANAFORD,INC,53316.11,2024
HANAFORD,INC,56870.09,2025
HANCOCK COUNTY GOVERNMENT,INC,549395.52,2012
HANCOCK COUNTY GOVERNMENT,INC,603747.75,2013
HANCOCK COUNTY GOVERNMENT,INC,613552.6,2014
HANCOCK COUNTY GOVERNMENT,INC,660077.73,2015
HANCOCK COUNTY GOVERNMENT,INC,652369.07,2016
